name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
Ralf (Impossible Dog) (Earth-616),\/Ralf_(Impossible_Dog)_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,,Aug-90,1990
Ralph D'Amato (Earth-616),\/Ralph_D%27Amato_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,,May-90,1990
Ve'ehalo (Earth-616),\/Ve%27ehalo_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,,Apr-90,1990
Warren Worthington III (Masque's Doppelganger) (Earth-616),\/Warren_Worthington_III_(Masque%27s_Doppelganger)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,,Jun-90,1990
Wolf ('Vores) (Earth-616),\/Wolf_(%27Vores)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Jun-90,1990
Zkrodd (Earth-616),\/Zkrodd_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,,Aug-90,1990
Zreate'th (Earth-616),\/Zreate%27th_(Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,,May-90,1990
6-Ball (Earth-616),\/6-Ball_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Jul-91,1991
Ch'od (War Skrull) (Earth-616),\/Ch%27od_(War_Skrull)_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,,Apr-91,1991
Cr'reee (War Skrull) (Earth-616),\/Cr%27reee_(War_Skrull)_(Earth-616),,Bad Characters,,,,,Deceased Characters,,Apr-91,1991
Deborah & Donald Ritter (Earth-616),\/Deborah_%26_Donald_Ritter_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,,,Living Characters,,Nov-91,1991
Die'ode (Earth-616),\/Die%27ode_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Feb-91,1991
Eliot Villagran (Earth-616),\/Eliot_Villagran_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,,Jul-91,1991
Ethel Gaxton (Earth-616),\/Ethel_Gaxton_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,,Nov-91,1991
Fu'se (Earth-616),\/Fu%27se_(Earth-616),,,,,Male Characters,,Living Characters,,Feb-91,1991
Max (Punisher's Dog) (Earth-616),\/Max_(Punisher%27s_Dog)_(Earth-616),No Dual Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,,Nov-91,1991
Roger Joliet (Earth-616),\/Roger_Joliet_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,,Apr-91,1991
Sl'gur't (Earth-616),\/Sl%27gur%27t_(Earth-616),Public Identity,Bad Characters,White Eyes,Green Hair,Female Characters,,Deceased Characters,,Jul-91,1991
Spirit of Christmas (Earth-616),\/Spirit_of_Christmas_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Dec-91,1991
Tatsu'o (Earth-616),\/Tatsu%27o_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,,Feb-91,1991
Thallo (Earth-616),\/Thallo_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,,Nov-91,1991
Tranta (Earth-616),\/Tranta_(Earth-616),,Good Characters,,No Hair,,,Living Characters,,Sep-91,1991
Ullikummis (Earth-616),\/Ullikummis_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Feb-91,1991
A'Kurru U'mbaya (Earth-616),\/A%27Kurru_U%27mbaya_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Dec-92,1992
Bridget O'Neil (Earth-616),\/Bridget_O%27Neil_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,,Jul-92,1992
Charles Xavier (Infinity War Doppelganger) (Earth-616),\/Charles_Xavier_(Infinity_War_Doppelganger)_(Earth-616),,,,,Male Characters,,Living Characters,,Jun-92,1992
D'Kay (Earth-616),\/D%27Kay_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Yellow Hair,Male Characters,,Living Characters,,Nov-92,1992
Elec'trix (Earth-616),\/Elec%27trix_(Earth-616),,,,,,,Living Characters,,Feb-92,1992
Elio Angelopoulus III (Earth-616),\/Elio_Angelopoulus_III_(Earth-616),,,,,,,Living Characters,,Apr-92,1992
Felicity Cross (Earth-616),\/Felicity_Cross_(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,,Feb-92,1992
Gregory O'Sullivan (Earth-616),\/Gregory_O%27Sullivan_(Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,,Deceased Characters,,Jun-92,1992
Harry Ulmann (Earth-616),\/Harry_Ulmann_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,,Jun-92,1992
James Madrox (Doppelganger) (Earth-616),\/James_Madrox_(Doppelganger)_(Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,,Aug-92,1992
K'Maria (Earth-616),\/K%27Maria_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,,Mar-92,1992
K'Qill Vor Don (Earth-616),\/K%27Qill_Vor_Don_(Earth-616),,,,Bald,Male Characters,,Deceased Characters,,Apr-92,1992
Kraa (Duplicate) (Earth-616),\/Kraa_(Duplicate)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Aug-92,1992
L'Matto (Earth-616),\/L%27Matto_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,,Nov-92,1992
Patrick Herbert (Earth-616),\/Patrick_Herbert_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,,Feb-92,1992
Psyche (Deity) (Earth-616),\/Psyche_(Deity)_(Earth-616),,Good Characters,White Eyes,Silver Hair,Female Characters,,Living Characters,,Apr-92,1992
Simon Williams (Doppelganger) (Earth-616),\/Simon_Williams_(Doppelganger)_(Earth-616),,,,,Male Characters,,Living Characters,,Sep-92,1992
Slaine (Hellbent) (Earth-616),\/Slaine_(Hellbent)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Nov-92,1992
Smoke Scream (Earth-616),\/Smoke_Scream_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,,Mar-92,1992
William Cash (Earth-616),\/William_Cash_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,May-92,1992
Yuri Trifanov (Earth-616),\/Yuri_Trifanov_(Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,,Nov-92,1992
Adora (Clone) (Earth-616),\/Adora_(Clone)_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,,Nov-93,1993
Angel of Death (Dark Angel) (Earth-7888),\/Angel_of_Death_(Dark_Angel)_(Earth-7888),,,,,,,Living Characters,,Apr-93,1993
Bramble (Hellbent) (Earth-616),\/Bramble_(Hellbent)_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,,May-93,1993
C'efn (Earth-616),\/C%27efn_(Earth-616),Public Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Deceased Characters,,Sep-93,1993
Cernunnos (Earth-616),\/Cernunnos_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Jun-93,1993
Dawn (Hellbent) (Earth-616),\/Dawn_(Hellbent)_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,,Dec-93,1993
Duke O'Dowd (Earth-616),\/Duke_O%27Dowd_(Earth-616),Secret Identity,,White Eyes,Red Hair,Male Characters,,Living Characters,,Jun-93,1993
Fang (Shi'ar Prisoner) (Earth-616),\/Fang_(Shi%27ar_Prisoner)_(Earth-616),,Bad Characters,Red Eyes,Brown Hair,Female Characters,,Deceased Characters,,Sep-93,1993
H'rpra (Earth-616),\/H%27rpra_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,,Feb-93,1993
Jarakk (Earth-616),\/Jarakk_(Earth-616),,,,,Male Characters,,Living Characters,,Sep-93,1993
Meer'lyn (Earth-616),\/Meer%27lyn_(Earth-616),Secret Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,,Jul-93,1993
Norman Zachos (Earth-616),\/Norman_Zachos_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Apr-93,1993
Oracle (Warbird) (Earth-616),\/Oracle_(Warbird)_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,,Dec-93,1993
Paco Montoya (Earth-616),\/Paco_Montoya_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Sep-93,1993
Parasite (Lilin) (Earth-616),\/Parasite_(Lilin)_(Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,,Sep-93,1993
Pura-Shamutra (Earth-616),\/Pura-Shamutra_(Earth-616),,,Red Eyes,No Hair,,,Living Characters,,Sep-93,1993
Sam Pritchard (Earth-616),\/Sam_Pritchard_(Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,,Nov-93,1993
Stuart Sarris (Earth-616),\/Stuart_Sarris_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,,Nov-93,1993
Syth'kach (Earth-616),\/Syth%27kach_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Deceased Characters,,Nov-93,1993
T.K.O. (Earth-616),\/T.K.O._(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,,Jul-93,1993
Taranis (Earth-616),\/Taranis_(Earth-616),,,,Blue Hair,Male Characters,,Living Characters,,Jun-93,1993
Tartessus (Earth-616),\/Tartessus_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,,Mar-93,1993
Tommy Webster (Earth-616),\/Tommy_Webster_(Earth-616),,,,Blond Hair,Male Characters,,Living Characters,,Jul-93,1993
Tudo Sukoto (Earth-616),\/Tudo_Sukoto_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,,Nov-93,1993
Valkyrie (Thor's Madness Embodied) (Earth-616),\/Valkyrie_(Thor%27s_Madness_Embodied)_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,,Mar-93,1993
VOR\/TEX (Earth-616),\/VOR\/TEX_(Earth-616),,Bad Characters,,,,,Living Characters,,Feb-93,1993
Agent 13 (Hydra Agent) (Earth-616),\/Agent_13_(Hydra_Agent)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Jul-94,1994
Agent Simon (Earth-616),\/Agent_Simon_(Earth-616),Secret Identity,,Black Eyes,Blue Hair,Male Characters,,Living Characters,,Mar-94,1994
Arm'Cheddon (Earth-616),\/Arm%27Cheddon_(Earth-616),,Bad Characters,,White Hair,Male Characters,,Living Characters,,Jan-94,1994
Bloodthirst (Earth-616),\/Bloodthirst_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Apr-94,1994
Chandra O'Keefe (Earth-616),\/Chandra_O%27Keefe_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,,Jun-94,1994
Chief O'Grady (Earth-616),\/Chief_O%27Grady_(Earth-616),,Good Characters,,Red Hair,Male Characters,,Living Characters,,Oct-94,1994
Dante (Shadow Consortium) (Earth-616),\/Dante_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Nov-94,1994
Eleanor Grey (Earth-616),\/Eleanor_Grey_(Earth-616),,,,Brown Hair,Female Characters,,Deceased Characters,,Jan-94,1994
Fath'raj (Earth-616),\/Fath%27raj_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994
Green Myrrdin (Earth-616),\/Green_Myrrdin_(Earth-616),,,,,Male Characters,,Living Characters,,Jan-94,1994
H.R. O'Damia (Earth-616),\/H.R._O%27Damia_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,,Jun-94,1994
Herb (Shadow Consortium) (Earth-616),\/Herb_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Aug-94,1994
Herbert Landon (Earth-616),\/Herbert_Landon_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,,Mar-94,1994
Javelynne (Earth-616),\/Javelynne_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,,Jan-94,1994
Krunch (Earth-616),\/Krunch_(Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,,Jan-94,1994
L'Deroh (Earth-616),\/L%27Deroh_(Earth-616),,,,,Male Characters,,Living Characters,,Jun-94,1994
Leo (Shadow Consortium) (Earth-616),\/Leo_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Aug-94,1994
Leotard Hammer (Earth-616),\/Leotard_Hammer_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,,Jul-94,1994
Malkin Grey (Earth-616),\/Malkin_Grey_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,,Jan-94,1994
Maxov (Earth-616),\/Maxov_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,,Sep-94,1994
May Reilly (Impostor) (Earth-616),\/May_Reilly_(Impostor)_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Female Characters,,Deceased Characters,,Aug-94,1994
N'Kano (Earth-616),\/N%27Kano_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Aug-94,1994
Nirvana (Deviant) (Earth-616),\/Nirvana_(Deviant)_(Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,,Jul-94,1994
Ou'zli (Earth-616),\/Ou%27zli_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994
Paul (Cat's Eye) (Earth-616),\/Paul_(Cat%27s_Eye)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Jun-94,1994
Phzzzrrzztlzzzz (Earth-616),\/Phzzzrrzztlzzzz_(Earth-616),,,,,,,Living Characters,,Sep-94,1994
Planner (Shadow Consortium) (Earth-616),\/Planner_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,,Sep-94,1994
Q'Wake (Earth-616),\/Q%27Wake_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Dec-94,1994
Ripper (Hellbent) (Earth-616),\/Ripper_(Hellbent)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Jan-94,1994
Shy'tarra (Earth-616),\/Shy%27tarra_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994
Shym'r (Earth-616),\/Shym%27r_(Earth-616),Public Identity,Good Characters,,Blue Hair,Female Characters,,Living Characters,,Jun-94,1994
Si'ani (Earth-616),\/Si%27ani_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jan-94,1994
Simone Jackson (Earth-616),\/Simone_Jackson_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,,Feb-94,1994
Slime (Hellbent) (Earth-616),\/Slime_(Hellbent)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Feb-94,1994
Steppin' Razor (Earth-616),\/Steppin%27_Razor_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,Oct-94,1994
Sultan (Temasika) (Earth-616),\/Sultan_(Temasika)_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,,Sep-94,1994
T'kyll Alabar (Earth-616),\/T%27kyll_Alabar_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Sep-94,1994
Tas'Wzta (Earth-616),\/Tas%27Wzta_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,,Jan-94,1994
Vault (Hellbent) (Earth-616),\/Vault_(Hellbent)_(Earth-616),Secret Identity,,,Blond Hair,Male Characters,,Living Characters,,Jan-94,1994
Zahvut Dragunov (Earth-616),\/Zahvut_Dragunov_(Earth-616),,Neutral Characters,,,Male Characters,,Deceased Characters,,Sep-94,1994
A'kane (Earth-616),\/A%27kane_(Earth-616),No Dual Identity,,,Black Hair,Female Characters,,Deceased Characters,,Dec-95,1995
Agamemnon (Dog) (Earth-616),\/Agamemnon_(Dog)_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,,May-95,1995
Aldo (Earth-616),\/Aldo_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Sep-95,1995
Avian (Inhuman) (Earth-616),\/Avian_(Inhuman)_(Earth-616),,,,,Male Characters,,Living Characters,,May-95,1995
Batch-13 (Earth-616),\/Batch-13_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Agender Characters,,Living Characters,,Feb-95,1995
Blaast (Earth-616),\/Blaast_(Earth-616),No Dual Identity,Good Characters,,No Hair,Male Characters,,Living Characters,,May-95,1995
D'rehn (Earth-616),\/D%27rehn_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Oct-95,1995
Ghant (Earth-616),\/Ghant_(Earth-616),Public Identity,,,Grey Hair,Male Characters,,Living Characters,,Dec-95,1995
Grot (Earth-616),\/Grot_(Earth-616),,Good Characters,,,,,Living Characters,,Mar-95,1995
Hound (Humanity's Last Stand) (Earth-616),\/Hound_(Humanity%27s_Last_Stand)_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,,Jul-95,1995
K'rin (Earth-616),\/K%27rin_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,,Aug-95,1995
Khatylis (Earth-616),\/Khatylis_(Earth-616),,,,White Hair,Male Characters,,Living Characters,,Aug-95,1995
Kitang (Earth-616),\/Kitang_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,,May-95,1995
Komodo (Animen) (Earth-616),\/Komodo_(Animen)_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,,Nov-95,1995
Lyth'ka (Earth-616),\/Lyth%27ka_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Dec-95,1995
Mylz-ob'ryn (Earth-616),\/Mylz-ob%27ryn_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Dec-95,1995
N'Kano Sr (Earth-616),\/N%27Kano_Sr_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,,Mar-95,1995
Nezaral (Earth-616),\/Nezaral_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,,Feb-95,1995
Payne (Earth-616),\/Payne_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,,May-95,1995
Price's Clone Men (Earth-616),\/Price%27s_Clone_Men_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,,Oct-95,1995
Rok (Earth-616),\/Rok_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,,May-95,1995
T'Cahr (Earth-616),\/T%27Cahr_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Oct-95,1995
Torthar (Earth-616),\/Torthar_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,,Mar-95,1995
Whyte (Earth-616),\/Whyte_(Earth-616),No Dual Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,,Jun-95,1995
Z'oofrey Grasswind (Earth-616),\/Z%27oofrey_Grasswind_(Earth-616),,,,,Female Characters,,Living Characters,,Dec-95,1995
Al-Khalad (Earth-616),\/Al-Khalad_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,May-96,1996
Alchemist (Earth-616),\/Alchemist_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,,Female Characters,,Living Characters,,Sep-96,1996
Andrex (Earth-616),\/Andrex_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,,Feb-96,1996
Angel (Fortunato's pet wolf) (Earth-616),\/Angel_(Fortunato%27s_pet_wolf)_(Earth-616),No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,,Jul-96,1996
Antonio Rey (Earth-616),\/Antonio_Rey_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Apr-96,1996
Bounty (Karidian) (Earth-616),\/Bounty_(Karidian)_(Earth-616),,,,,Male Characters,,Living Characters,,Dec-96,1996
Brandon Blake (Earth-616),\/Brandon_Blake_(Earth-616),,,,,Male Characters,,Living Characters,,Apr-96,1996
Catherine D'Antan (Earth-616),\/Catherine_D%27Antan_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,,May-96,1996
Conner O'Reilly (Heroes Reborn) (Earth-616),\/Conner_O%27Reilly_(Heroes_Reborn)_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Sep-96,1996
Cornelia van der Valk (Earth-616),\/Cornelia_van_der_Valk_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
Debra Crovi (Earth-616),\/Debra_Crovi_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
Dolph Dongen (Earth-616),\/Dolph_Dongen_(Earth-616),,,,,Male Characters,,Living Characters,,Apr-96,1996
Dragonfly (Euroforce) (Earth-616),\/Dragonfly_(Euroforce)_(Earth-616),,,,,,,Living Characters,,Apr-96,1996
Emilie Scholz (Earth-616),\/Emilie_Scholz_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
Geyr Kluge (Earth-616),\/Geyr_Kluge_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,Apr-96,1996
Grundok (Earth-616),\/Grundok_(Earth-616),,,,Bald,Male Characters,,Living Characters,,May-96,1996
Hamish Carlyle (Earth-616),\/Hamish_Carlyle_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,,Apr-96,1996
Iman Dashire (Earth-616),\/Iman_Dashire_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,,Apr-96,1996
Jane Melville (Earth-616),\/Jane_Melville_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
Jay Burnell (Earth-616),\/Jay_Burnell_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Dec-96,1996
Jonath (Earth-616),\/Jonath_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,,Feb-96,1996
K'illace (Earth-616),\/K%27illace_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Dec-96,1996
K'kkt (Earth-616),\/K%27kkt_(Earth-616),,Good Characters,,,,,Living Characters,,Feb-96,1996
Kl'rt (Heroes Reborn) (Earth-616),\/Kl%27rt_(Heroes_Reborn)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,,Nov-96,1996
Kristine Calverly (Earth-616),\/Kristine_Calverly_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,,Dec-96,1996
Landar (Earth-616),\/Landar_(Earth-616),,Good Characters,,Purple Hair,Male Characters,,Living Characters,,Feb-96,1996
Mark Randall (Earth-616),\/Mark_Randall_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,,Oct-96,1996
Melissa White (Earth-616),\/Melissa_White_(Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,,Feb-96,1996
Michele Argento (Earth-616),\/Michele_Argento_(Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Living Characters,,Apr-96,1996
Nicholas Blake (Earth-616),\/Nicholas_Blake_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,,Apr-96,1996
Orthus (Heroes Reborn) (Earth-616),\/Orthus_(Heroes_Reborn)_(Earth-616),Public Identity,Good Characters,Black Eyes,Green Hair,Male Characters,,Living Characters,,Dec-96,1996
Pepper (Salt & Pepper) (Earth-616),\/Pepper_(Salt_%26_Pepper)_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,,May-96,1996
Pulse (Kree Cyborg) (Earth-616),\/Pulse_(Kree_Cyborg)_(Earth-616),,,,,,,Living Characters,,Oct-96,1996
Salt (Salt & Pepper) (Earth-616),\/Salt_(Salt_%26_Pepper)_(Earth-616),,,,,,,Living Characters,,May-96,1996
Sentinel (Daria) (Earth-616),\/Sentinel_(Daria)_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,,Oct-96,1996
Silvie Rouge (Earth-616),\/Silvie_Rouge_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Apr-96,1996
Stenth (Earth-616),\/Stenth_(Earth-616),,,,,Male Characters,,Living Characters,,Jan-96,1996
Trantor (Earth-616),\/Trantor_(Earth-616),,,,,Male Characters,,Living Characters,,Feb-96,1996
Vickie White (Earth-616),\/Vickie_White_(Earth-616),Public Identity,,Blue Eyes,Brown Hair,Female Characters,,Living Characters,,Feb-96,1996
Wrytgrig (Earth-616),\/Wrytgrig_(Earth-616),,,,Purple Hair,Male Characters,,Living Characters,,May-96,1996
Yahnos Tr'morr (Earth-616),\/Yahnos_Tr%27morr_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Oct-96,1996
Za'ken (Earth-616),\/Za%27ken_(Earth-616),,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,May-96,1996
A'yin (Earth-616),\/A%27yin_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,,Mar-97,1997
Bruno Hagan (Heroes Reborn) (Earth-616),\/Bruno_Hagan_(Heroes_Reborn)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,,Jun-97,1997
Colonel St. Lawrence (Earth-616),\/Colonel_St._Lawrence_(Earth-616),Public Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,,Dec-97,1997
D'Gard (Earth-616),\/D%27Gard_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Deceased Characters,,Oct-97,1997
Frog-Man (Earth-616),\/Frog-Man_(Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,,Apr-97,1997
K'toth (Earth-616),\/K%27toth_(Earth-616),Public Identity,Good Characters,White Eyes,,Male Characters,,Living Characters,,Jun-97,1997
Kylie Kopelkin (Earth-616),\/Kylie_Kopelkin_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,,Jan-97,1997
Megan O'Toole (Earth-616),\/Megan_O%27Toole_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,,Feb-97,1997
Molly Peterson (Earth-616),\/Molly_Peterson_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,,Jan-97,1997
Ra'al (Earth-616),\/Ra%27al_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,,Mar-97,1997
Shatterhead (Earth-616),\/Shatterhead_(Earth-616),,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,,Feb-97,1997
W'Kandro (Earth-616),\/W%27Kandro_(Earth-616),,,,,Male Characters,,Living Characters,,Feb-97,1997
Agent 9 (Earth-616),\/Agent_9_(Earth-616),,,,Brown Hair,Male Characters,,Deceased Characters,,Sep-98,1998
